Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa],NO,NO2,NOx,O3,PM10_conc,PM10-2.5_conc,PM2.5_conc,Air_Pressure,Air_Temperature,Relative_Humidity
2020-05-31 10:00:00,24.438999999999997,22.644333333333336,0.0,0.0,0.013333333333333332,42.98300000000001,1.42301875,110.46250000000002,1.4260194333333331,100318.19666666668,0.442,1.042,1.484,31.898000000000003,3.963,2.7119999999999997,1.249,1002.02,13.841,36.576
2020-05-31 11:00:00,23.627000000000002,24.632999999999996,0.0,0.03333333333333334,0.07833333333333335,45.33533333333331,1.4229060166666667,113.96683333333338,1.4259721833333332,100333.52666666669,0.505,1.032,1.537,33.507,5.9,4.452,1.449,1002.03,13.91,38.698
2020-05-31 12:00:00,23.90000000000001,24.018999999999995,0.03166666666666668,0.12833333333333333,0.16166666666666663,44.86883333333333,1.422937633333334,108.26666666666665,1.4260148500000005,100314.88999999997,0.451,1.136,1.587,35.915,5.599,3.8080000000000003,1.795,1002.0,14.519,36.802
2020-05-31 13:00:00,22.834666666666656,24.343666666666664,0.9316666666666666,1.0833333333333326,1.096666666666666,44.849000000000004,1.4228494666666667,104.68233333333329,1.4260010333333335,100335.70499999999,0.423,1.117,1.5390000000000001,37.437,7.0729999999999995,5.147,1.9269999999999998,1002.02,15.001,34.675
2020-05-31 14:00:00,23.194999999999993,23.517499999999995,0.8933333333333336,1.043333333333334,1.0716666666666665,43.932500000000005,1.4228970166666666,99.7795,1.4260418,100306.63999999997,0.426,1.022,1.4480000000000002,37.071999999999996,7.437,5.602,1.8359999999999999,1002.0,15.144,32.853
2020-05-31 15:00:00,23.737000000000016,22.561,0.04500000000000001,0.19499999999999984,0.20666666666666655,45.25416666666667,1.4229166833333335,97.2255,1.4260746166666665,100300.205,0.47200000000000003,0.9890000000000001,1.462,37.311,7.632999999999999,5.691,1.942,1002.0,15.217,32.689
2020-05-31 16:00:00,24.024833333333337,21.754499999999997,0.07666666666666666,0.22999999999999993,0.26666666666666655,46.72033333333333,1.4229125166666667,98.3963333333333,1.42607725,100252.28833333334,0.442,1.149,1.591,37.904,8.167,6.0889999999999995,2.077,1001.79,15.628,31.555999999999997
2020-05-31 17:00:00,21.21666666666666,25.672000000000008,0.3133333333333333,0.5433333333333332,0.5783333333333331,46.188333333333325,1.422698366666667,95.73049999999998,1.426006233333333,100245.60666666663,0.342,1.744,2.086,35.903,5.435,3.2319999999999998,2.205,1001.09,14.097000000000001,36.76
2020-05-31 18:00:00,19.31383333333333,30.415666666666663,0.2916666666666667,0.5933333333333335,0.6183333333333335,42.79083333333333,1.4226220166666663,88.25233333333333,1.4259988500000003,100255.62999999998,0.384,2.051,2.435,32.964,6.58,4.143,2.44,1001.13,13.702,40.641999999999996
2020-05-31 19:00:00,18.75049999999999,31.467499999999994,0.49166666666666675,0.82,0.8683333333333335,44.846333333333334,1.4225416833333335,78.63116666666666,1.4260397333333334,100270.75333333337,0.392,2.075,2.467,32.830999999999996,6.6739999999999995,3.9160000000000004,2.758,1001.78,13.591,41.375
2020-05-31 20:00:00,17.677,33.958,0.6716666666666671,1.0950000000000004,1.1433333333333342,43.93183333333335,1.422479883333334,76.44383333333333,1.4260236000000002,100269.65833333334,0.456,3.306,3.7439999999999998,31.570999999999998,8.177,5.013,3.165,1001.28,12.845,43.036
2020-05-31 21:00:00,16.71250000000001,35.5535,0.7966666666666667,1.2416666666666665,1.3150000000000006,43.43750000000001,1.4224172166666667,72.36200000000001,1.4260208000000005,100287.14166666665,0.29,3.565,3.855,32.465,8.216000000000001,4.916,3.3,1001.94,12.574000000000002,43.707
2020-05-31 22:00:00,16.19516666666667,36.823499999999996,0.6766666666666671,1.1650000000000003,1.2433333333333338,43.31750000000001,1.4223807333333334,68.66883333333334,1.4260279333333339,100301.2416666667,0.24100000000000002,3.487,3.728,33.154,8.884,5.527,3.353,1002.0,12.279000000000002,45.466
2020-05-31 23:00:00,15.957,37.67616666666665,0.865,1.3683333333333338,1.4366666666666665,42.07399999999999,1.4223861833333338,65.629,1.426038883333334,100281.8183333333,0.389,3.591,4.2410000000000005,33.172,7.432,4.021,3.412,1001.62,12.011,46.413000000000004
2020-06-01 00:00:00,15.680833333333338,38.36183333333334,0.9366666666666663,1.4,1.4833333333333338,41.31366666666668,1.4223798333333333,62.86883333333335,1.4260472166666667,100267.13166666665,0.23199999999999998,4.801,5.034,30.971,8.065,4.715,3.35,1001.0,11.922,46.868
2020-06-01 01:00:00,15.568833333333327,36.648166666666675,0.818333333333333,1.3316666666666672,1.4016666666666673,41.0175,1.4223769166666669,58.86583333333332,1.4260671999999994,100237.10833333332,-0.009000000000000001,8.312000000000001,8.296,30.941,8.417,5.204,3.214,1001.0,11.542,45.254
2020-06-01 02:00:00,14.552666666666665,38.571666666666665,1.6650000000000011,2.1483333333333343,2.216666666666667,41.942499999999995,1.4222834333333332,63.45883333333335,1.4260126,100229.70666666664,0.24600000000000002,5.757000000000001,5.996,29.252,8.345,5.102,3.247,1001.0,10.277999999999999,48.321000000000005
2020-06-01 03:00:00,13.982333333333342,39.772166666666664,1.0683333333333338,1.5949999999999995,1.6883333333333335,38.75166666666668,1.4223003166666668,60.37616666666667,1.4260145666666666,100215.96166666666,0.20800000000000002,4.833,5.042,28.38,8.677,5.162999999999999,3.516,1001.0,10.026,49.165
2020-06-01 04:00:00,13.752333333333334,40.025999999999996,1.2950000000000002,1.9033333333333335,2.0333333333333337,36.224333333333334,1.4223302666666662,57.99033333333331,1.4260219333333337,100240.15500000003,0.254,4.995,5.249,26.415,9.895,6.206,3.6910000000000003,1001.0,9.756,50.365
2020-06-01 05:00:00,13.478333333333335,42.68400000000001,1.1183333333333334,1.6999999999999997,1.8116666666666668,35.48850000000001,1.422323383333334,60.766833333333345,1.4259983833333338,100305.83666666671,0.46399999999999997,7.212999999999999,7.6770000000000005,21.88,11.307,7.568,3.7310000000000003,1001.6,9.318,54.847
2020-06-01 06:00:00,12.89616666666667,46.50450000000001,1.1166666666666665,1.7199999999999995,1.8433333333333333,32.56450000000001,1.4223342333333335,65.14716666666668,1.4259570999999993,100370.19333333331,1.463,8.349,9.816,19.386,11.06,7.311,3.75,1002.0,8.416,60.20399999999999
2020-06-01 07:00:00,13.776999999999997,46.90200000000001,1.4400000000000002,2.161666666666667,2.2633333333333328,30.183333333333334,1.4224450333333338,69.93033333333331,1.4259539833333335,100378.92833333332,2.9760000000000004,9.419,12.623,20.185,15.674000000000001,11.3,4.379,1002.0,9.664,59.503
2020-06-01 08:00:00,20.139666666666663,36.12600000000002,0.8366666666666674,1.3099999999999998,1.3916666666666666,31.281999999999993,1.4229032333333334,60.23383333333333,1.4261865666666664,100350.41499999998,2.5069999999999997,5.722,8.385,28.074,12.965,9.109,3.853,1002.43,13.648,47.916000000000004
2020-06-01 09:00:00,25.36333333333334,28.931333333333328,0.948333333333334,1.4533333333333338,1.608333333333333,44.85866666666667,1.4230614499999998,59.682333333333325,1.426352133333333,100269.51500000003,3.597,6.622999999999999,10.185,29.074,25.128,20.538,4.588,1002.0,15.843,42.271
2020-06-01 10:00:00,29.28816666666667,22.680500000000002,0.495,0.8166666666666665,0.8683333333333331,49.61533333333333,1.4233389333333335,103.67866666666666,1.4262502833333335,100238.72499999999,1.212,3.1,4.534,35.505,14.027999999999999,10.571,3.4589999999999996,1001.94,18.712,34.765
2020-06-01 11:00:00,30.841333333333342,22.39816666666667,1.2966666666666669,1.9149999999999998,2.0049999999999994,51.458499999999994,1.4234641000000001,133.56333333333333,1.4261433166666668,100180.46166666664,3.0580000000000003,5.8229999999999995,8.889,35.013000000000005,19.172,14.548,4.6339999999999995,1001.0,18.847,34.297
2020-06-01 12:00:00,29.087499999999995,24.753833333333333,2.8783333333333356,4.266666666666665,4.483333333333333,51.359833333333334,1.423284033333333,130.8356666666667,1.4260776166666664,100124.09333333334,6.542999999999999,11.082,17.65,30.543000000000003,30.0,22.961,7.041,1000.44,18.500999999999998,38.622
2020-06-01 13:00:00,27.888,25.111000000000008,1.975,2.88,3.0866666666666664,50.93866666666666,1.4231677333333332,110.16966666666667,1.426145333333334,100025.63499999998,4.3,7.925,12.285,38.787,26.715999999999998,20.659000000000002,6.064,999.852,19.504,34.687
2020-06-01 14:00:00,29.385666666666676,22.738000000000003,1.1433333333333333,1.753333333333333,1.8900000000000003,53.45016666666667,1.4232742500000002,101.41566666666664,1.4262686166666672,99910.02166666664,1.929,5.11,6.6,45.62,23.581999999999997,18.74,4.834,998.8810000000001,21.393,28.844
2020-06-01 15:00:00,31.69683333333334,19.93283333333333,0.9283333333333327,1.4066666666666663,1.49,55.39866666666667,1.423475683333333,112.36083333333333,1.4263123166666667,99815.895,0.737,2.403,3.2319999999999998,46.876999999999995,20.4,16.086,4.316,998.002,23.208000000000002,25.29
2020-06-01 16:00:00,32.60733333333333,18.855666666666664,1.2049999999999998,1.6999999999999995,1.7933333333333328,56.19266666666666,1.4235580999999997,119.78583333333336,1.4263168166666667,99766.69833333332,0.953,2.332,3.299,45.769,22.693,18.241,4.4510000000000005,997.543,23.725,24.849
2020-06-01 17:00:00,32.72216666666666,17.909833333333335,1.0483333333333333,1.6000000000000005,1.6566666666666674,55.724999999999994,1.4235801166666664,118.99099999999999,1.4263290000000004,99744.02166666667,0.6409999999999999,2.021,2.605,43.831,16.274,12.020999999999999,4.253,997.293,23.712,23.779
2020-06-01 18:00:00,29.547499999999996,20.01766666666667,1.3516666666666666,2.026666666666667,2.125,53.5665,1.4232885500000003,106.43100000000001,1.426245966666667,99715.48166666667,0.645,2.096,2.841,43.131,13.479000000000001,9.163,4.315,996.883,23.016,24.616999999999997
2020-06-01 19:00:00,26.085000000000004,23.118333333333332,1.3466666666666667,1.986666666666667,2.0833333333333335,49.90633333333334,1.423021916666667,84.14700000000002,1.4262296833333332,99728.33666666666,0.445,2.072,2.549,42.854,13.793,9.479,4.315,996.86,21.444000000000003,27.295
2020-06-01 20:00:00,24.455500000000004,25.00666666666667,1.505,2.156666666666667,2.246666666666667,50.23433333333333,1.4228806,74.26550000000002,1.4262342666666672,99730.315,0.502,3.475,4.063,42.101000000000006,15.802999999999999,11.392999999999999,4.41,996.8380000000001,20.116,29.5
2020-06-01 21:00:00,22.892333333333333,28.957833333333326,2.528333333333333,3.488333333333333,3.638333333333333,48.55899999999999,1.422783233333333,76.35466666666663,1.4261697499999997,99737.23333333334,0.639,9.225,10.078,35.954,20.378,15.094000000000001,5.284,996.795,18.595,33.52
2020-06-01 22:00:00,20.806666666666665,32.732,3.4266666666666676,4.706666666666665,4.885,42.45283333333334,1.4227382499999996,70.41866666666667,1.4261427333333336,99755.84666666668,0.951,15.245,16.99,26.551,19.108,12.962,6.154,996.868,16.276,40.064
2020-06-01 23:00:00,20.10233333333333,34.129000000000005,2.051666666666667,2.87,3.0266666666666655,39.88516666666667,1.4227350500000002,63.303166666666655,1.42616525,99715.27833333335,0.235,9.295,9.53,38.244,21.149,16.167,4.981,996.454,16.599,40.209
2020-06-02 00:00:00,20.663000000000007,33.4125,1.7366666666666675,2.4333333333333345,2.5866666666666687,37.16166666666666,1.4228281999999992,53.59599999999998,1.4262371666666662,99678.37499999997,0.16399999999999998,8.0,8.164,37.568000000000005,21.745,17.073,4.673,996.1439999999999,16.727,39.736999999999995
2020-06-02 01:00:00,20.845833333333317,33.51616666666664,2.173333333333337,2.995,3.155000000000001,36.11283333333335,1.4228617166666668,55.02183333333332,1.4262338500000005,99646.805,0.033,12.694,12.73,33.317,20.496,15.364,5.129,995.826,16.584,40.318000000000005
2020-06-02 02:00:00,20.82666666666665,32.301500000000004,1.6249999999999998,2.3049999999999984,2.411666666666669,34.82950000000001,1.4228846500000005,54.830833333333324,1.4262343833333333,99582.00833333324,0.156,9.91,10.066,34.638000000000005,20.154,15.33,4.825,995.168,16.792,38.519
2020-06-02 03:00:00,20.937500000000014,34.01133333333335,1.6133333333333344,2.3033333333333332,2.441666666666668,37.063333333333354,1.422850300000001,58.24700000000001,1.4262174333333333,99548.53000000004,0.24,7.995,8.158999999999999,36.104,17.69,12.905,4.788,994.834,16.705,41.394
2020-06-02 04:00:00,20.634166666666683,39.60933333333333,2.131666666666666,3.128333333333332,3.263333333333334,36.212833333333315,1.4228441166666665,61.474999999999994,1.4261904166666666,99542.55833333336,0.152,5.367000000000001,5.519,40.077,18.183,12.931,5.254,994.7339999999999,16.02,52.106
